Region,Category,Feature,Label,Area_cnt,Area_ratio
Sydney (South) - Haymarket,Education,Level of highest educational attainment,Bachelor Degree level and above,"8,557",45.2
Sydney (South) - Haymarket,Education,Level of highest educational attainment,Advanced Diploma and Diploma level,"3,061",16.2
Sydney (South) - Haymarket,Education,Level of highest educational attainment,Certificate level IV,389,2.1
Sydney (South) - Haymarket,Education,Level of highest educational attainment,Certificate level III,425,2.2
Sydney (South) - Haymarket,Education,Level of highest educational attainment,Year 12,"3,039",16.0
Sydney (South) - Haymarket,Education,Level of highest educational attainment,Year 11,217,1.1
Sydney (South) - Haymarket,Education,Level of highest educational attainment,Year 10,286,1.5
Sydney (South) - Haymarket,Education,Level of highest educational attainment,Certificate level II,12,0.1
Sydney (South) - Haymarket,Education,Level of highest educational attainment,Certificate level I,0,0.0
Sydney (South) - Haymarket,Education,Level of highest educational attainment,Year 9 or below,297,1.6
Sydney (South) - Haymarket,Education,Level of highest educational attainment,Inadequately described,462,2.4
Sydney (South) - Haymarket,Education,Level of highest educational attainment,No educational attainment,210,1.1
Sydney (South) - Haymarket,Education,Level of highest educational attainment,Not stated,"1,984",10.5
Sydney (South) - Haymarket,Cultural diversity,"Ancestry, top responses",Chinese,"7,276",36.5
Sydney (South) - Haymarket,Cultural diversity,"Ancestry, top responses",Thai,"3,142",15.8
Sydney (South) - Haymarket,Cultural diversity,"Ancestry, top responses",English,"1,965",9.9
Sydney (South) - Haymarket,Cultural diversity,"Ancestry, top responses",Indonesian,"1,791",9.0
Sydney (South) - Haymarket,Cultural diversity,"Ancestry, top responses",Australian,936,4.7
Sydney (South) - Haymarket,Cultural diversity,"Country of birth, top responses",Australia,"3,170",15.9
Sydney (South) - Haymarket,Cultural diversity,"Country of birth, top responses",Other top responses:,null,null
Sydney (South) - Haymarket,Cultural diversity,"Country of birth, top responses",Thailand,"3,334",16.7
Sydney (South) - Haymarket,Cultural diversity,"Country of birth, top responses",China (excludes SARs and Taiwan),"3,036",15.2
Sydney (South) - Haymarket,Cultural diversity,"Country of birth, top responses",Indonesia,"2,819",14.1
Sydney (South) - Haymarket,Cultural diversity,"Country of birth, top responses","Korea, Republic of (South)",631,3.2
Sydney (South) - Haymarket,Cultural diversity,"Country of birth, top responses",Malaysia,529,2.7
Sydney (South) - Haymarket,Cultural diversity,Country of birth of parents,Both parents born overseas,"16,614",83.3
Sydney (South) - Haymarket,Cultural diversity,Country of birth of parents,Father only born overseas,276,1.4
Sydney (South) - Haymarket,Cultural diversity,Country of birth of parents,Mother only born overseas,339,1.7
Sydney (South) - Haymarket,Cultural diversity,Country of birth of parents,Both parents born in Australia,"1,141",5.7
Sydney (South) - Haymarket,Cultural diversity,Country of birth of parents,Not stated,"1,570",7.9
Sydney (South) - Haymarket,Cultural diversity,"Country of birth of father, top stated responses",China (excludes SARs and Taiwan),"3,684",18.5
Sydney (South) - Haymarket,Cultural diversity,"Country of birth of father, top stated responses",Thailand,"3,366",16.9
Sydney (South) - Haymarket,Cultural diversity,"Country of birth of father, top stated responses",Indonesia,"2,985",15.0
Sydney (South) - Haymarket,Cultural diversity,"Country of birth of father, top stated responses",Australia,"1,481",7.4
Sydney (South) - Haymarket,Cultural diversity,"Country of birth of father, top stated responses","Korea, Republic of (South)",681,3.4
Sydney (South) - Haymarket,Cultural diversity,"Country of birth of mother, top stated responses",China (excludes SARs and Taiwan),"3,721",18.7
Sydney (South) - Haymarket,Cultural diversity,"Country of birth of mother, top stated responses",Thailand,"3,430",17.2
Sydney (South) - Haymarket,Cultural diversity,"Country of birth of mother, top stated responses",Indonesia,"3,034",15.2
Sydney (South) - Haymarket,Cultural diversity,"Country of birth of mother, top stated responses",Australia,"1,426",7.2
Sydney (South) - Haymarket,Cultural diversity,"Country of birth of mother, top stated responses","Korea, Republic of (South)",690,3.5
Sydney (South) - Haymarket,Cultural diversity,"Religious affiliation, top responses","No Religion, so described","7,398",37.1
Sydney (South) - Haymarket,Cultural diversity,"Religious affiliation, top responses",Buddhism,"5,427",27.2
Sydney (South) - Haymarket,Cultural diversity,"Religious affiliation, top responses",Catholic,"2,133",10.7
Sydney (South) - Haymarket,Cultural diversity,"Religious affiliation, top responses",Not stated,"1,797",9.0
Sydney (South) - Haymarket,Cultural diversity,"Religious affiliation, top responses","Christian, nfd",701,3.5
Sydney (South) - Haymarket,Cultural diversity,"Language used at home, top responses (other than English)",Mandarin,"3,643",18.3
Sydney (South) - Haymarket,Cultural diversity,"Language used at home, top responses (other than English)",Thai,"3,143",15.8
Sydney (South) - Haymarket,Cultural diversity,"Language used at home, top responses (other than English)",Indonesian,"2,118",10.6
Sydney (South) - Haymarket,Cultural diversity,"Language used at home, top responses (other than English)",Cantonese,"1,058",5.3
Sydney (South) - Haymarket,Cultural diversity,"Language used at home, top responses (other than English)",Korean,593,3.0
Sydney (South) - Haymarket,Cultural diversity,"Language used at home, top responses (other than English)",null,null,null
Sydney (South) - Haymarket,Cultural diversity,"Language used at home, top responses (other than English)",English only used at home,"4,371",21.9
Sydney (South) - Haymarket,Cultural diversity,"Language used at home, top responses (other than English)",null,null,null
Sydney (South) - Haymarket,Cultural diversity,"Language used at home, top responses (other than English)",Households where a non-English language is used,"5,821",76.2
Sydney (South) - Haymarket,Income and work,Participation in the labour force,In the labour force,"11,645",61.5
Sydney (South) - Haymarket,Income and work,Participation in the labour force,Not in the labour force,"5,742",30.3
Sydney (South) - Haymarket,Income and work,Participation in the labour force,Not stated,"1,563",8.2
Sydney (South) - Haymarket,Income and work,Employment status,Worked full-time,"4,923",42.3
Sydney (South) - Haymarket,Income and work,Employment status,Worked part-time,"4,147",35.6
Sydney (South) - Haymarket,Income and work,Employment status,Away from work (a),"1,613",13.9
Sydney (South) - Haymarket,Income and work,Employment status,Unemployed,961,8.3
Sydney (South) - Haymarket,Income and work,"Employment, hours worked",0 hours (away from work),"1,334",12.5
Sydney (South) - Haymarket,Income and work,"Employment, hours worked",1-19 hours,"1,803",16.9
Sydney (South) - Haymarket,Income and work,"Employment, hours worked",20-29 hours,"1,841",17.2
Sydney (South) - Haymarket,Income and work,"Employment, hours worked",30-34 hours,506,4.7
Sydney (South) - Haymarket,Income and work,"Employment, hours worked",35-39 hours,"1,783",16.7
Sydney (South) - Haymarket,Income and work,"Employment, hours worked",40-44 hours,"1,947",18.2
Sydney (South) - Haymarket,Income and work,"Employment, hours worked",45 hours or more,"1,188",11.1
Sydney (South) - Haymarket,Income and work,"Occupation, top responses",Professionals,"2,905",27.2
Sydney (South) - Haymarket,Income and work,"Occupation, top responses",Managers,"1,396",13.1
Sydney (South) - Haymarket,Income and work,"Occupation, top responses",Community and Personal Service Workers,"1,370",12.8
Sydney (South) - Haymarket,Income and work,"Occupation, top responses",Labourers,"1,299",12.2
Sydney (South) - Haymarket,Income and work,"Occupation, top responses",Technicians and Trades Workers,"1,245",11.7
Sydney (South) - Haymarket,Income and work,"Occupation, top responses",Clerical and Administrative Workers,949,8.9
Sydney (South) - Haymarket,Income and work,"Occupation, top responses",Sales Workers,827,7.7
Sydney (South) - Haymarket,Income and work,"Occupation, top responses",Machinery Operators and Drivers,392,3.7
Sydney (South) - Haymarket,Income and work,"Industry of employment, top responses",Cafes and Restaurants,"1,674",15.7
Sydney (South) - Haymarket,Income and work,"Industry of employment, top responses",Computer System Design and Related Services,476,4.5
Sydney (South) - Haymarket,Income and work,"Industry of employment, top responses",Building and Other Industrial Cleaning Services,437,4.1
Sydney (South) - Haymarket,Income and work,"Industry of employment, top responses",Banking,355,3.3
Sydney (South) - Haymarket,Income and work,"Industry of employment, top responses",Supermarket and Grocery Stores,319,3.0
Sydney (South) - Haymarket,Income and work,Median weekly incomes (a),Personal (b),$819,N/A
Sydney (South) - Haymarket,Income and work,Median weekly incomes (a),Family (c),"$2,058",N/A
Sydney (South) - Haymarket,Income and work,Median weekly incomes (a),Household (d),"$2,108",N/A
Sydney (South) - Haymarket,Income and work,"Method of travel to work on the day of the Census, top responses",Walked only,"1,877",17.6
Sydney (South) - Haymarket,Income and work,"Method of travel to work on the day of the Census, top responses",Train,927,8.7
Sydney (South) - Haymarket,Income and work,"Method of travel to work on the day of the Census, top responses","Car, as driver",789,7.4
Sydney (South) - Haymarket,Income and work,"Method of travel to work on the day of the Census, top responses",Bus,681,6.4
Sydney (South) - Haymarket,Income and work,"Method of travel to work on the day of the Census, top responses","Train, bus",337,3.2
Sydney (South) - Haymarket,Income and work,"Method of travel to work on the day of the Census, top responses",null,null,null
Sydney (South) - Haymarket,Income and work,"Method of travel to work on the day of the Census, top responses",Did not go to work,"1,499",14.0
Sydney (South) - Haymarket,Income and work,"Method of travel to work on the day of the Census, top responses",Worked at home,"3,469",32.5
Sydney (South) - Haymarket,Income and work,"Method of travel to work on the day of the Census, top responses",null,null,null
Sydney (South) - Haymarket,Income and work,"Method of travel to work on the day of the Census, top responses",People who travelled to work by public transport (a),"2,413",22.6
Sydney (South) - Haymarket,Income and work,"Method of travel to work on the day of the Census, top responses",People who travelled to work by car as driver or passenger (b),"1,005",9.4
Sydney (South) - Haymarket,Unpaid work and care,Unpaid work and care,Did unpaid domestic work (week before Census Night),"7,591",40.0
Sydney (South) - Haymarket,Unpaid work and care,Unpaid work and care,Provided unpaid care for child/children (during two weeks before Census Night),"1,443",7.6
Sydney (South) - Haymarket,Unpaid work and care,Unpaid work and care,"Provided unpaid assistance to a person with a disability, health condition or due to old age (during two weeks before Census Night)",672,3.5
Sydney (South) - Haymarket,Unpaid work and care,Unpaid work and care,Did voluntary work through an organisation or group (last 12 months),"1,258",6.6
Sydney (South) - Haymarket,Unpaid work and care,"Unpaid domestic work, number of hours",Less than 5 hours,"2,961",15.6
Sydney (South) - Haymarket,Unpaid work and care,"Unpaid domestic work, number of hours",5 to 14 hours,"3,193",16.9
Sydney (South) - Haymarket,Unpaid work and care,"Unpaid domestic work, number of hours",15 to 29 hours,896,4.7
Sydney (South) - Haymarket,Unpaid work and care,"Unpaid domestic work, number of hours",30 hours or more,536,2.8
Sydney (South) - Haymarket,Health,Type of long-term health condition,Arthritis,226,1.1
Sydney (South) - Haymarket,Health,Type of long-term health condition,Asthma,542,2.7
Sydney (South) - Haymarket,Health,Type of long-term health condition,Cancer (including remission),135,0.7
Sydney (South) - Haymarket,Health,Type of long-term health condition,Dementia (including Alzheimer's),27,0.1
Sydney (South) - Haymarket,Health,Type of long-term health condition,Diabetes (excluding gestational diabetes),274,1.4
Sydney (South) - Haymarket,Health,Type of long-term health condition,Heart disease (including heart attack or angina),199,1.0
Sydney (South) - Haymarket,Health,Type of long-term health condition,Kidney disease,51,0.3
Sydney (South) - Haymarket,Health,Type of long-term health condition,Lung condition (including COPD or emphysema),44,0.2
Sydney (South) - Haymarket,Health,Type of long-term health condition,Mental health condition (including depression or anxiety),545,2.7
Sydney (South) - Haymarket,Health,Type of long-term health condition,Stroke,42,0.2
Sydney (South) - Haymarket,Health,Type of long-term health condition,Any other long-term health condition(s),696,3.5
Sydney (South) - Haymarket,Health,Type of long-term health condition,No long-term health condition(s),"16,069",80.6
Sydney (South) - Haymarket,Health,Type of long-term health condition,Not stated,"1,724",8.6
Sydney (South) - Haymarket,Health,Count of selected long-term health conditions,None of the selected conditions,"16,547",83.0
Sydney (South) - Haymarket,Health,Count of selected long-term health conditions,One condition,"1,328",6.7
Sydney (South) - Haymarket,Health,Count of selected long-term health conditions,Two conditions,272,1.4
Sydney (South) - Haymarket,Health,Count of selected long-term health conditions,Three or more conditions,63,0.3
Sydney (South) - Haymarket,Health,Count of selected long-term health conditions,Not stated,"1,724",8.6
Sydney (South) - Haymarket,Australian Defence Force service,Australian Defence Force Service,Currently serving,97,0.5
Sydney (South) - Haymarket,Australian Defence Force service,Australian Defence Force Service,Previously served (and not currently serving),61,0.3
Sydney (South) - Haymarket,Australian Defence Force service,Australian Defence Force Service,Has never served,"17,159",90.6
Sydney (South) - Haymarket,Australian Defence Force service,Australian Defence Force Service,Not stated,"1,640",8.7
Sydney (South) - Haymarket,Families,Family composition,Couple family without children,"2,656",67.2
Sydney (South) - Haymarket,Families,Family composition,Couple family with children,702,17.7
Sydney (South) - Haymarket,Families,Family composition,One parent family,345,8.7
Sydney (South) - Haymarket,Families,Family composition,Other family,248,6.3
Sydney (South) - Haymarket,Families,Single (or lone) parents,Male,N/A,17.4
Sydney (South) - Haymarket,Families,Single (or lone) parents,Female,N/A,83.2
Sydney (South) - Haymarket,Families,Employment status of couple families,"Both employed, worked full-time",697,20.7
Sydney (South) - Haymarket,Families,Employment status of couple families,"Both employed, worked part-time",290,8.6
Sydney (South) - Haymarket,Families,Employment status of couple families,"One employed full-time, one part-time",357,10.6
Sydney (South) - Haymarket,Families,Employment status of couple families,"One employed full-time, other not working",388,11.5
Sydney (South) - Haymarket,Families,Employment status of couple families,"One employed part-time, other not working",379,11.3
Sydney (South) - Haymarket,Families,Employment status of couple families,Both not working,631,18.8
Sydney (South) - Haymarket,Families,Employment status of couple families,Other,492,14.6
Sydney (South) - Haymarket,Families,Employment status of couple families,Labour force status not stated,123,3.7
Sydney (South) - Haymarket,Dwellings,Dwelling count,Occupied private dwellings,"7,644",80.7
Sydney (South) - Haymarket,Dwellings,Dwelling count,Unoccupied private dwellings,"1,828",19.3
Sydney (South) - Haymarket,Dwellings,Dwelling structure,Separate house,4,0.1
Sydney (South) - Haymarket,Dwellings,Dwelling structure,"Semi-detached, row or terrace house, townhouse etc",13,0.2
Sydney (South) - Haymarket,Dwellings,Dwelling structure,Flat or apartment,"7,573",99.1
Sydney (South) - Haymarket,Dwellings,Dwelling structure,Other dwelling,3,0.0
Sydney (South) - Haymarket,Dwellings,Number of bedrooms,None (includes studio apartments or bedsitters),332,4.3
Sydney (South) - Haymarket,Dwellings,Number of bedrooms,1 bedroom,"2,363",30.9
Sydney (South) - Haymarket,Dwellings,Number of bedrooms,2 bedrooms,"3,889",50.9
Sydney (South) - Haymarket,Dwellings,Number of bedrooms,3 bedrooms,818,10.7
Sydney (South) - Haymarket,Dwellings,Number of bedrooms,4 or more bedrooms,69,0.9
Sydney (South) - Haymarket,Dwellings,Number of bedrooms,Number of bedrooms not stated,168,2.2
Sydney (South) - Haymarket,Dwellings,Number of bedrooms,null,null,null
Sydney (South) - Haymarket,Dwellings,Number of bedrooms,Average number of bedrooms per dwelling,1.7,N/A
Sydney (South) - Haymarket,Dwellings,Number of bedrooms,Average number of people per household,2.3,N/A
Sydney (South) - Haymarket,Dwellings,Number of registered motor vehicles,None,"4,367",57.1
Sydney (South) - Haymarket,Dwellings,Number of registered motor vehicles,1 motor vehicle,"2,579",33.7
Sydney (South) - Haymarket,Dwellings,Number of registered motor vehicles,2 motor vehicles,361,4.7
Sydney (South) - Haymarket,Dwellings,Number of registered motor vehicles,3 or more vehicles,55,0.7
Sydney (South) - Haymarket,Dwellings,Number of registered motor vehicles,Number of motor vehicles not stated,280,3.7
Sydney (South) - Haymarket,Housing,Household composition,Family households,"3,845",50.3
Sydney (South) - Haymarket,Housing,Household composition,Single (or lone) person households,"2,323",30.4
Sydney (South) - Haymarket,Housing,Household composition,Group households,"1,477",19.3
Sydney (South) - Haymarket,Housing,Tenure type,Owned outright,881,11.5
Sydney (South) - Haymarket,Housing,Tenure type,Owned with a mortgage (a),799,10.5
Sydney (South) - Haymarket,Housing,Tenure type,Rented (b),"5,642",73.8
Sydney (South) - Haymarket,Housing,Tenure type,Other tenure type (c),166,2.2
Sydney (South) - Haymarket,Housing,Tenure type,Tenure type not stated,155,2.0
Sydney (South) - Haymarket,Housing,Household income,Less than $650 total household weekly income (a),N/A,13.9
Sydney (South) - Haymarket,Housing,Household income,"More than $3,000 total household weekly income (a)",N/A,30.9
Sydney (South) - Haymarket,Housing,Rent weekly payments,Median rent (a),620,N/A
Sydney (South) - Haymarket,Housing,Rent weekly payments,null,null,null
Sydney (South) - Haymarket,Housing,Rent weekly payments,Renter households where rent payments are less than or equal to 30% of household income (b),"2,847",50.5
Sydney (South) - Haymarket,Housing,Rent weekly payments,Renter households with rent payments greater than 30% of household income (b),"2,312",41.0
Sydney (South) - Haymarket,Housing,Rent weekly payments,Unable to determine (c),490,8.7
Sydney (South) - Haymarket,Housing,Mortgage monthly repayments,Median mortgage repayments,"2,600",N/A
Sydney (South) - Haymarket,Housing,Mortgage monthly repayments,null,null,null
Sydney (South) - Haymarket,Housing,Mortgage monthly repayments,Owner with mortgage households where mortgage repayments are less than or equal to 30% of household income (a),413,51.7
Sydney (South) - Haymarket,Housing,Mortgage monthly repayments,Owner with mortgage households with mortgage repayments greater than 30% of household income (a),308,38.5
Sydney (South) - Haymarket,Housing,Mortgage monthly repayments,Unable to determine (b),75,9.4
Sydney (South) - Haymarket,Aboriginal and/or Torres Strait Islander peoples,People characteristics,Male,30,66.7
Sydney (South) - Haymarket,Aboriginal and/or Torres Strait Islander peoples,People characteristics,Female,15,33.3
Sydney (South) - Haymarket,Aboriginal and/or Torres Strait Islander peoples,People characteristics,null,null,null
Sydney (South) - Haymarket,Aboriginal and/or Torres Strait Islander peoples,People characteristics,Median age,31,N/A
Sydney (South) - Haymarket,Aboriginal and/or Torres Strait Islander peoples,Dwelling characteristics,Average number of people per household,1.8,N/A
Sydney (South) - Haymarket,Aboriginal and/or Torres Strait Islander peoples,Dwelling characteristics,Average number of people per bedroom,1.2,N/A
Sydney (South) - Haymarket,Aboriginal and/or Torres Strait Islander peoples,Dwelling characteristics,Median weekly household income (a),"2,036",N/A
Sydney (South) - Haymarket,Aboriginal and/or Torres Strait Islander peoples,Mortgage and rent,Median weekly rent (a),580,N/A
Sydney (South) - Haymarket,Aboriginal and/or Torres Strait Islander peoples,Mortgage and rent,Median monthly mortgage repayments,"1,300",N/A
Ultimo,People and population,People,Male,"3,763",50.8
Ultimo,People and population,People,Female,"3,644",49.2
Ultimo,People and population,Indigenous status,Aboriginal and/or Torres Strait Islander,77,1.0
Ultimo,People and population,Indigenous status,Non-Indigenous,"6,831",92.2
Ultimo,People and population,Indigenous status,Indigenous status not stated,495,6.7
Ultimo,People and population,Age,Median age,30,N/A
Ultimo,People and population,Age,0-4 years,219,3.0
Ultimo,People and population,Age,5-9 years,172,2.3
Ultimo,People and population,Age,10-14 years,99,1.3
Ultimo,People and population,Age,15-19 years,265,3.6
Ultimo,People and population,Age,20-24 years,"1,261",17.0
Ultimo,People and population,Age,25-29 years,"1,468",19.8
Ultimo,People and population,Age,30-34 years,"1,183",16.0
Ultimo,People and population,Age,35-39 years,778,10.5
Ultimo,People and population,Age,40-44 years,502,6.8
Ultimo,People and population,Age,45-49 years,327,4.4
Ultimo,People and population,Age,50-54 years,276,3.7
Ultimo,People and population,Age,55-59 years,218,2.9
Ultimo,People and population,Age,60-64 years,169,2.3
Ultimo,People and population,Age,65-69 years,177,2.4
Ultimo,People and population,Age,70-74 years,113,1.5
Ultimo,People and population,Age,75-79 years,61,0.8
Ultimo,People and population,Age,80-84 years,56,0.8
Ultimo,People and population,Age,85 years and over,56,0.8
Ultimo,People and population,Registered marital status,Married,"1,615",23.3
Ultimo,People and population,Registered marital status,Separated,146,2.1
Ultimo,People and population,Registered marital status,Divorced,430,6.2
Ultimo,People and population,Registered marital status,Widowed,93,1.3
Ultimo,People and population,Registered marital status,Never married,"4,645",67.0
Ultimo,People and population,Social marital status,Registered marriage (a),"1,244",22.5
Ultimo,People and population,Social marital status,De facto marriage (b),975,17.6
Ultimo,People and population,Social marital status,Not married,"3,314",59.9
Ultimo,Education,Type of educational institution attending,Preschool,75,2.2
Ultimo,Education,Type of educational institution attending,Primary,null,null
Ultimo,Education,Type of educational institution attending,Primary - Government,135,4.0
Ultimo,Education,Type of educational institution attending,Primary - Catholic,17,0.5
Ultimo,Education,Type of educational institution attending,Primary - other non-Government,25,0.7
Ultimo,Education,Type of educational institution attending,Primary total (a),171,5.0
Ultimo,Education,Type of educational institution attending,Secondary,null,null
Ultimo,Education,Type of educational institution attending,Secondary - Government,62,1.8
Ultimo,Education,Type of educational institution attending,Secondary - Catholic,15,0.4
Ultimo,Education,Type of educational institution attending,Secondary - other non-Government,25,0.7
Ultimo,Education,Type of educational institution attending,Secondary total (b),99,2.9
Ultimo,Education,Type of educational institution attending,Tertiary,null,null
Ultimo,Education,Type of educational institution attending,Tertiary - Vocational education (including TAFE and private training providers),584,17.2
Ultimo,Education,Type of educational institution attending,Tertiary - University or other higher education,"1,493",44.0
Ultimo,Education,Type of educational institution attending,Tertiary total (c),"2,089",61.5
Ultimo,Education,Type of educational institution attending,Other,413,12.2
Ultimo,Education,Type of educational institution attending,Not stated,545,16.1
Ultimo,Education,Level of highest educational attainment,Bachelor Degree level and above,"3,432",49.5
Ultimo,Education,Level of highest educational attainment,Advanced Diploma and Diploma level,722,10.4
Ultimo,Education,Level of highest educational attainment,Certificate level IV,125,1.8
Ultimo,Education,Level of highest educational attainment,Certificate level III,217,3.1
Ultimo,Education,Level of highest educational attainment,Year 12,"1,211",17.5
Ultimo,Education,Level of highest educational attainment,Year 11,77,1.1
Ultimo,Education,Level of highest educational attainment,Year 10,135,1.9
Ultimo,Education,Level of highest educational attainment,Certificate level II,0,0.0
Ultimo,Education,Level of highest educational attainment,Certificate level I,0,0.0
Ultimo,Education,Level of highest educational attainment,Year 9 or below,163,2.4
Ultimo,Education,Level of highest educational attainment,Inadequately described,133,1.9
Ultimo,Education,Level of highest educational attainment,No educational attainment,66,1.0
Ultimo,Education,Level of highest educational attainment,Not stated,640,9.2
Ultimo,Cultural diversity,"Ancestry, top responses",Chinese,"2,328",31.4
Ultimo,Cultural diversity,"Ancestry, top responses",English,998,13.5
Ultimo,Cultural diversity,"Ancestry, top responses",Australian,675,9.1
Ultimo,Cultural diversity,"Ancestry, top responses",Thai,520,7.0
Ultimo,Cultural diversity,"Ancestry, top responses",Irish,343,4.6
Ultimo,Cultural diversity,"Country of birth, top responses",Australia,"1,981",26.7
Ultimo,Cultural diversity,"Country of birth, top responses",Other top responses:,null,null
Ultimo,Cultural diversity,"Country of birth, top responses",China (excludes SARs and Taiwan),"1,247",16.8
Ultimo,Cultural diversity,"Country of birth, top responses",Thailand,529,7.1
Ultimo,Cultural diversity,"Country of birth, top responses",India,324,4.4
Ultimo,Cultural diversity,"Country of birth, top responses",Indonesia,295,4.0
Ultimo,Cultural diversity,"Country of birth, top responses",Colombia,185,2.5
Ultimo,Cultural diversity,Country of birth of parents,Both parents born overseas,"5,470",73.9
Ultimo,Cultural diversity,Country of birth of parents,Father only born overseas,231,3.1
Ultimo,Cultural diversity,Country of birth of parents,Mother only born overseas,253,3.4
Ultimo,Cultural diversity,Country of birth of parents,Both parents born in Australia,884,11.9
Ultimo,Cultural diversity,Country of birth of parents,Not stated,566,7.6
Ultimo,Cultural diversity,"Country of birth of father, top stated responses",China (excludes SARs and Taiwan),"1,497",20.2
Ultimo,Cultural diversity,"Country of birth of father, top stated responses",Australia,"1,140",15.4
Ultimo,Cultural diversity,"Country of birth of father, top stated responses",Thailand,537,7.2
Ultimo,Cultural diversity,"Country of birth of father, top stated responses",India,370,5.0
Ultimo,Cultural diversity,"Country of birth of father, top stated responses",Indonesia,318,4.3
Ultimo,Cultural diversity,"Country of birth of mother, top stated responses",China (excludes SARs and Taiwan),"1,490",20.1
Ultimo,Cultural diversity,"Country of birth of mother, top stated responses",Australia,"1,121",15.1
Ultimo,Cultural diversity,"Country of birth of mother, top stated responses",Thailand,569,7.7
Ultimo,Cultural diversity,"Country of birth of mother, top stated responses",India,370,5.0
Ultimo,Cultural diversity,"Country of birth of mother, top stated responses",Indonesia,330,4.5
Ultimo,Cultural diversity,"Religious affiliation, top responses","No Religion, so described","3,645",49.2
Ultimo,Cultural diversity,"Religious affiliation, top responses",Buddhism,920,12.4
Ultimo,Cultural diversity,"Religious affiliation, top responses",Catholic,876,11.8
Ultimo,Cultural diversity,"Religious affiliation, top responses",Not stated,701,9.5
Ultimo,Cultural diversity,"Religious affiliation, top responses",Hinduism,288,3.9
Ultimo,Cultural diversity,"Language used at home, top responses (other than English)",Mandarin,"1,329",17.9
Ultimo,Cultural diversity,"Language used at home, top responses (other than English)",Thai,508,6.9
Ultimo,Cultural diversity,"Language used at home, top responses (other than English)",Cantonese,463,6.2
Ultimo,Cultural diversity,"Language used at home, top responses (other than English)",Spanish,271,3.7
Ultimo,Cultural diversity,"Language used at home, top responses (other than English)",Indonesian,200,2.7
Ultimo,Cultural diversity,"Language used at home, top responses (other than English)",null,null,null
Ultimo,Cultural diversity,"Language used at home, top responses (other than English)",English only used at home,"2,560",34.5
Ultimo,Cultural diversity,"Language used at home, top responses (other than English)",null,null,null
Ultimo,Cultural diversity,"Language used at home, top responses (other than English)",Households where a non-English language is used,"1,807",61.8
Ultimo,Income and work,Participation in the labour force,In the labour force,"4,387",63.3
Ultimo,Income and work,Participation in the labour force,Not in the labour force,"2,032",29.3
Ultimo,Income and work,Participation in the labour force,Not stated,511,7.4
Ultimo,Income and work,Employment status,Worked full-time,"2,003",45.7
Ultimo,Income and work,Employment status,Worked part-time,"1,416",32.3
Ultimo,Income and work,Employment status,Away from work (a),541,12.3
Ultimo,Income and work,Employment status,Unemployed,433,9.9
Ultimo,Income and work,"Employment, hours worked",0 hours (away from work),452,11.4
Ultimo,Income and work,"Employment, hours worked",1-19 hours,652,16.5
Ultimo,Income and work,"Employment, hours worked",20-29 hours,574,14.5
Ultimo,Income and work,"Employment, hours worked",30-34 hours,188,4.8
Ultimo,Income and work,"Employment, hours worked",35-39 hours,749,18.9
Ultimo,Income and work,"Employment, hours worked",40-44 hours,772,19.5
Ultimo,Income and work,"Employment, hours worked",45 hours or more,481,12.2
Ultimo,Income and work,"Occupation, top responses",Professionals,"1,354",34.2
Ultimo,Income and work,"Occupation, top responses",Managers,479,12.1
Ultimo,Income and work,"Occupation, top responses",Community and Personal Service Workers,470,11.9
Ultimo,Income and work,"Occupation, top responses",Clerical and Administrative Workers,402,10.2
Ultimo,Income and work,"Occupation, top responses",Labourers,345,8.7
Ultimo,Income and work,"Occupation, top responses",Technicians and Trades Workers,343,8.7
Ultimo,Income and work,"Occupation, top responses",Sales Workers,302,7.6
Ultimo,Income and work,"Occupation, top responses",Machinery Operators and Drivers,163,4.1
Ultimo,Income and work,"Industry of employment, top responses",Cafes and Restaurants,313,7.9
Ultimo,Income and work,"Industry of employment, top responses",Computer System Design and Related Services,219,5.5
Ultimo,Income and work,"Industry of employment, top responses",Higher Education,194,4.9
Ultimo,Income and work,"Industry of employment, top responses",Building and Other Industrial Cleaning Services,126,3.2
Ultimo,Income and work,"Industry of employment, top responses",Supermarket and Grocery Stores,104,2.6
Ultimo,Income and work,Median weekly incomes (a),Personal (b),$772,N/A
Ultimo,Income and work,Median weekly incomes (a),Family (c),"$2,197",N/A
Ultimo,Income and work,Median weekly incomes (a),Household (d),"$1,805",N/A
Ultimo,Income and work,"Method of travel to work on the day of the Census, top responses",Walked only,523,13.2
Ultimo,Income and work,"Method of travel to work on the day of the Census, top responses","Car, as driver",374,9.5
Ultimo,Income and work,"Method of travel to work on the day of the Census, top responses",Bus,195,4.9
Ultimo,Income and work,"Method of travel to work on the day of the Census, top responses",Train,194,4.9
Ultimo,Income and work,"Method of travel to work on the day of the Census, top responses",Bicycle,121,3.1
Ultimo,Income and work,"Method of travel to work on the day of the Census, top responses",null,null,null
Ultimo,Income and work,"Method of travel to work on the day of the Census, top responses",Did not go to work,561,14.2
Ultimo,Income and work,"Method of travel to work on the day of the Census, top responses",Worked at home,"1,615",40.8
Ultimo,Income and work,"Method of travel to work on the day of the Census, top responses",null,null,null
Ultimo,Income and work,"Method of travel to work on the day of the Census, top responses",People who travelled to work by public transport (a),586,14.8
Ultimo,Income and work,"Method of travel to work on the day of the Census, top responses",People who travelled to work by car as driver or passenger (b),448,11.3
